datetime,open,high,low,close
2022-05-23T09:15:00+05:30,16294.75,16349.5,16245.05,16250.3
2022-05-23T09:20:00+05:30,16249.55,16306.85,16229.75,16279.45
2022-05-23T09:25:00+05:30,16279.6,16284.05,16236.15,16274.75
2022-05-23T09:30:00+05:30,16274.95,16275.9,16225.2,16227.45
2022-05-23T09:35:00+05:30,16226.2,16247.8,16207.25,16237.9
2022-05-23T09:40:00+05:30,16238.95,16277.35,16233.95,16273.05
2022-05-23T09:45:00+05:30,16273.45,16304.9,16272.75,16303.8
2022-05-23T09:50:00+05:30,16304.2,16322.15,16289.3,16322.15
2022-05-23T09:55:00+05:30,16322.35,16322.35,16298.4,16311.5
2022-05-23T10:00:00+05:30,16311.8,16327.3,16296.5,16316.75
2022-05-23T10:05:00+05:30,16316.9,16322.75,16309.15,16317.9
2022-05-23T10:10:00+05:30,16318.65,16340.85,16313.05,16334.2
2022-05-23T10:15:00+05:30,16334,16336.95,16315.1,16317.55
2022-05-23T10:20:00+05:30,16316.05,16319.55,16303.6,16304.7
2022-05-23T10:25:00+05:30,16305,16332.95,16304.15,16330.9
2022-05-23T10:30:00+05:30,16331.6,16335.35,16320.2,16328.75
2022-05-23T10:35:00+05:30,16329.1,16336.75,16320.9,16328.1
2022-05-23T10:40:00+05:30,16328.05,16336.95,16322.7,16331.05
2022-05-23T10:45:00+05:30,16331.2,16339.55,16322.25,16337.45
2022-05-23T10:50:00+05:30,16337.75,16348.25,16334.6,16340.95
2022-05-23T10:55:00+05:30,16340.9,16357.3,16340.9,16344.55
2022-05-23T11:00:00+05:30,16344.65,16354.75,16337.4,16340.9
2022-05-23T11:05:00+05:30,16341.3,16341.7,16332.1,16340.25
2022-05-23T11:10:00+05:30,16340.3,16354.6,16335.6,16337.7
2022-05-23T11:15:00+05:30,16337.35,16357.35,16336.4,16356.95
2022-05-23T11:20:00+05:30,16356.6,16367.7,16352.9,16367.45
2022-05-23T11:25:00+05:30,16366.55,16378.55,16361.25,16371
2022-05-23T11:30:00+05:30,16369.75,16379.35,16364.45,16374.55
2022-05-23T11:35:00+05:30,16374.2,16378.4,16369.65,16373.25
2022-05-23T11:40:00+05:30,16373.7,16382.5,16361.15,16365.75
2022-05-23T11:45:00+05:30,16366.3,16370.75,16354,16367.55
2022-05-23T11:50:00+05:30,16367.65,16374.4,16364.35,16370.8
2022-05-23T11:55:00+05:30,16371.2,16373.95,16364.85,16365.6
2022-05-23T12:00:00+05:30,16365.05,16379.4,16364,16376.25
2022-05-23T12:05:00+05:30,16376.6,16377.65,16368.3,16371.95
2022-05-23T12:10:00+05:30,16371.6,16378.35,16358.6,16377.6
2022-05-23T12:15:00+05:30,16377.55,16385.55,16369.55,16374.8
2022-05-23T12:20:00+05:30,16374.55,16393.45,16372.45,16391.2
2022-05-23T12:25:00+05:30,16391.1,16392.7,16383.45,16385.3
2022-05-23T12:30:00+05:30,16385.4,16389.45,16367.15,16372.2
2022-05-23T12:35:00+05:30,16371.95,16373.35,16338.8,16372.75
2022-05-23T12:40:00+05:30,16372.45,16377.6,16348,16354.4
2022-05-23T12:45:00+05:30,16354.05,16359.8,16342.75,16357.6
2022-05-23T12:50:00+05:30,16357.45,16364.05,16350.3,16359.1
2022-05-23T12:55:00+05:30,16359.5,16372.95,16357.3,16358.15
2022-05-23T13:00:00+05:30,16358.3,16372.15,16350.65,16364.85
2022-05-23T13:05:00+05:30,16365.3,16370.8,16362,16366.95
2022-05-23T13:10:00+05:30,16366.4,16370.3,16350.3,16352.05
2022-05-23T13:15:00+05:30,16352.45,16363.3,16351.35,16354.5
2022-05-23T13:20:00+05:30,16354.05,16364.1,16351.9,16358.8
2022-05-23T13:25:00+05:30,16358.7,16387.85,16358.4,16382.7
2022-05-23T13:30:00+05:30,16383.35,16412.3,16382.45,16395.7
2022-05-23T13:35:00+05:30,16396.35,16404.35,16385.8,16400.65
2022-05-23T13:40:00+05:30,16401.3,16414.7,16368.6,16372.3
2022-05-23T13:45:00+05:30,16372.75,16384.5,16355.4,16371
2022-05-23T13:50:00+05:30,16371.65,16376.5,16364.75,16371.1
2022-05-23T13:55:00+05:30,16371.25,16376.7,16334.75,16336.05
2022-05-23T14:00:00+05:30,16335.15,16335.7,16288.5,16288.5
2022-05-23T14:05:00+05:30,16287.35,16292.65,16253.85,16280.1
2022-05-23T14:10:00+05:30,16280.4,16304.35,16267.4,16268.5
2022-05-23T14:15:00+05:30,16264.3,16282.85,16256.35,16274.05
2022-05-23T14:20:00+05:30,16273.6,16287.95,16267.5,16267.5
2022-05-23T14:25:00+05:30,16267.85,16277.55,16259.5,16268.75
2022-05-23T14:30:00+05:30,16268,16270.5,16233.85,16240
2022-05-23T14:35:00+05:30,16240.1,16257.35,16237.5,16245.85
2022-05-23T14:40:00+05:30,16246.45,16271.55,16246.05,16249.45
2022-05-23T14:45:00+05:30,16251,16265.15,16238.9,16257.1
2022-05-23T14:50:00+05:30,16257.4,16261.9,16248.05,16261.35
2022-05-23T14:55:00+05:30,16261.2,16277.65,16252.25,16260.05
2022-05-23T15:00:00+05:30,16259.55,16268.7,16208.65,16213.1
2022-05-23T15:05:00+05:30,16213.95,16226.45,16199.55,16223.25
2022-05-23T15:10:00+05:30,16223.15,16225.85,16205.25,16210.4
2022-05-23T15:15:00+05:30,16210.1,16219.15,16209.4,16211.25
2022-05-23T15:20:00+05:30,16211.3,16221.45,16204.15,16204.15
2022-05-23T15:25:00+05:30,16205.7,16205.7,16185.75,16191.65
2022-05-24T09:15:00+05:30,16230.6,16252.75,16193.6,16234.15
2022-05-24T09:20:00+05:30,16235.9,16262.8,16228.55,16253.1
2022-05-24T09:25:00+05:30,16252.8,16255.75,16187.15,16188.9
2022-05-24T09:30:00+05:30,16186.4,16210.75,16154.5,16207.95
2022-05-24T09:35:00+05:30,16208.6,16210.6,16178.1,16179.95
2022-05-24T09:40:00+05:30,16180.2,16184.8,16166.3,16166.45
2022-05-24T09:45:00+05:30,16166.65,16180.2,16161,16170.7
2022-05-24T09:50:00+05:30,16172.9,16186.5,16170.45,16177.05
2022-05-24T09:55:00+05:30,16176.25,16190.65,16141.95,16142.55
2022-05-24T10:00:00+05:30,16141.1,16155.15,16133.4,16134.35
2022-05-24T10:05:00+05:30,16134,16155.4,16134,16143.75
2022-05-24T10:10:00+05:30,16143.6,16154.6,16140.4,16148.7
2022-05-24T10:15:00+05:30,16148.8,16149.05,16119.95,16120.7
2022-05-24T10:20:00+05:30,16120.1,16142.95,16117.1,16129.75
2022-05-24T10:25:00+05:30,16129.45,16156.2,16128,16152.4
2022-05-24T10:30:00+05:30,16152.55,16163.55,16148.2,16161.5
2022-05-24T10:35:00+05:30,16161.9,16186.15,16159.25,16172.25
2022-05-24T10:40:00+05:30,16172.7,16180,16154.1,16157.95
2022-05-24T10:45:00+05:30,16157.8,16169.8,16149.95,16168.7
2022-05-24T10:50:00+05:30,16168,16177.45,16157.1,16167
2022-05-24T10:55:00+05:30,16167.65,16172.95,16159.3,16162.8
2022-05-24T11:00:00+05:30,16163.2,16167.05,16150.3,16161
2022-05-24T11:05:00+05:30,16161.35,16174.05,16160.15,16168.45
2022-05-24T11:10:00+05:30,16169.25,16171.15,16152.4,16153.6
2022-05-24T11:15:00+05:30,16152.9,16156.25,16144.85,16153.05
2022-05-24T11:20:00+05:30,16153.25,16165.2,16146.25,16159.7
2022-05-24T11:25:00+05:30,16159.3,16167,16159.3,16166
2022-05-24T11:30:00+05:30,16166.55,16176.85,16160.1,16176.2
2022-05-24T11:35:00+05:30,16176.4,16188.75,16176.1,16180.75
2022-05-24T11:40:00+05:30,16180.85,16219.3,16180.85,16218
2022-05-24T11:45:00+05:30,16220.85,16242.5,16220.85,16226.65
2022-05-24T11:50:00+05:30,16226.6,16237.45,16219.15,16237
2022-05-24T11:55:00+05:30,16237.7,16241.05,16227.15,16228.35
2022-05-24T12:00:00+05:30,16228.3,16228.3,16202.95,16205.95
2022-05-24T12:05:00+05:30,16205.8,16206.5,16178.6,16185.55
2022-05-24T12:10:00+05:30,16185.85,16200.1,16171.1,16199.85
2022-05-24T12:15:00+05:30,16200.4,16211.8,16193.25,16205.25
2022-05-24T12:20:00+05:30,16206.5,16229.55,16205.5,16224.65
2022-05-24T12:25:00+05:30,16224.4,16226.25,16212.85,16214.05
2022-05-24T12:30:00+05:30,16214.15,16238.05,16213.55,16237.4
2022-05-24T12:35:00+05:30,16236.95,16237,16202.95,16205.05
2022-05-24T12:40:00+05:30,16205.3,16229.2,16196.85,16221.15
2022-05-24T12:45:00+05:30,16221.4,16227.15,16216.75,16221.2
2022-05-24T12:50:00+05:30,16221.05,16234.45,16219.6,16232.45
2022-05-24T12:55:00+05:30,16233.4,16238.95,16216.6,16229.35
2022-05-24T13:00:00+05:30,16229.4,16261.35,16229.4,16246.75
2022-05-24T13:05:00+05:30,16246.7,16248.75,16152.5,16162.8
