datetime,open,high,low,close
2022-05-23T09:15:00+05:30,34330.6,34547.7,34291.7,34347.35
2022-05-23T09:20:00+05:30,34343.4,34457.35,34271.5,34425
2022-05-23T09:25:00+05:30,34426.4,34447.7,34312.95,34418.55
2022-05-23T09:30:00+05:30,34416.45,34438.6,34374.75,34390.6
2022-05-23T09:35:00+05:30,34386.1,34459.9,34354.4,34431.45
2022-05-23T09:40:00+05:30,34432.55,34535.15,34430.75,34514.2
2022-05-23T09:45:00+05:30,34514.15,34595.4,34506.05,34582.6
2022-05-23T09:50:00+05:30,34581.75,34616.35,34552,34610.35
2022-05-23T09:55:00+05:30,34609.85,34609.85,34526.1,34560.65
2022-05-23T10:00:00+05:30,34557.9,34594.1,34533.05,34567.2
2022-05-23T10:05:00+05:30,34567.75,34582.9,34560.1,34580.5
2022-05-23T10:10:00+05:30,34580.1,34646,34554.4,34640.15
2022-05-23T10:15:00+05:30,34638.2,34654.65,34600.3,34615.9
2022-05-23T10:20:00+05:30,34614.15,34615.3,34549.55,34549.8
2022-05-23T10:25:00+05:30,34551.25,34622.45,34548.9,34611.2
2022-05-23T10:30:00+05:30,34613,34620.05,34574.75,34590.85
2022-05-23T10:35:00+05:30,34591,34613.35,34553.75,34587.8
2022-05-23T10:40:00+05:30,34587.85,34615.05,34567,34590.9
2022-05-23T10:45:00+05:30,34590.6,34610.6,34575.9,34610.2
2022-05-23T10:50:00+05:30,34610.05,34632.6,34600.65,34615.45
2022-05-23T10:55:00+05:30,34615,34657.95,34597.55,34598.6
2022-05-23T11:00:00+05:30,34600.45,34623.85,34591.95,34614.75
2022-05-23T11:05:00+05:30,34616.4,34623.1,34602,34610.2
2022-05-23T11:10:00+05:30,34611.4,34654.6,34608.8,34636.55
2022-05-23T11:15:00+05:30,34636.85,34697.75,34634.75,34693.25
2022-05-23T11:20:00+05:30,34691.75,34725.6,34685.45,34722.75
2022-05-23T11:25:00+05:30,34721.45,34729.6,34702.15,34712.6
2022-05-23T11:30:00+05:30,34713.3,34749,34702.2,34729.25
2022-05-23T11:35:00+05:30,34729.6,34750.5,34723.2,34736.65
2022-05-23T11:40:00+05:30,34737.3,34760,34714.35,34720.85
2022-05-23T11:45:00+05:30,34723.3,34737.05,34690.65,34726.8
2022-05-23T11:50:00+05:30,34726.7,34737.3,34714.65,34737.3
2022-05-23T11:55:00+05:30,34738.45,34749.4,34732.3,34746.8
2022-05-23T12:00:00+05:30,34744.4,34783.9,34743.75,34763.1
2022-05-23T12:05:00+05:30,34763.4,34765.95,34732.9,34738.5
2022-05-23T12:10:00+05:30,34738.6,34763.1,34695.8,34762.05
2022-05-23T12:15:00+05:30,34762.8,34780.85,34715.35,34727.15
2022-05-23T12:20:00+05:30,34726.5,34763.3,34718.2,34758.5
2022-05-23T12:25:00+05:30,34758.95,34764.45,34741.8,34745.35
2022-05-23T12:30:00+05:30,34743.15,34743.5,34692.1,34714.65
2022-05-23T12:35:00+05:30,34714.15,34727.85,34639.35,34723.1
2022-05-23T12:40:00+05:30,34723.9,34734.95,34650.35,34657.25
2022-05-23T12:45:00+05:30,34656.75,34689.2,34635.9,34683.45
2022-05-23T12:50:00+05:30,34681.35,34722.1,34677.8,34705.7
2022-05-23T12:55:00+05:30,34705.95,34750.45,34700.35,34711.65
2022-05-23T13:00:00+05:30,34711.75,34755.2,34691.5,34728.6
2022-05-23T13:05:00+05:30,34730.45,34748.7,34712.55,34738.95
2022-05-23T13:10:00+05:30,34737.55,34746.7,34680.5,34683.6
2022-05-23T13:15:00+05:30,34683.45,34724.15,34680.45,34690.5
2022-05-23T13:20:00+05:30,34687.45,34724.45,34676.5,34712.8
2022-05-23T13:25:00+05:30,34713.9,34790.25,34709.55,34770.05
2022-05-23T13:30:00+05:30,34770.75,34819.95,34765.55,34770.7
2022-05-23T13:35:00+05:30,34772.95,34785.1,34743.5,34770.4
